verse_ref,verse_key,projection_status,source_refs,continuous_series,classification_number,classification,confidence,evidence_note,conclusion_ru,source_links
Neh.11.28,9QH,confirmed_unrepresented_in_lxx_control,,Neh.11.28-29,10,Недостаточно данных,medium,GreekDoc marks Neh.11.28 N/A; CrossWire source proceeds from target 11.27 to target 11.30.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Neh.11.29,9QI,confirmed_unrepresented_in_lxx_control,,Neh.11.28-29,10,Недостаточно данных,medium,GreekDoc marks Neh.11.29 N/A; CrossWire source proceeds from target 11.27 to target 11.30.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Neh.11.32,9QL,confirmed_unrepresented_in_lxx_control,,Neh.11.32-35,10,Недостаточно данных,medium,GreekDoc marks Neh.11.32 N/A; CrossWire source proceeds from target 11.31 to target 11.36.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Neh.11.33,9QM,confirmed_unrepresented_in_lxx_control,,Neh.11.32-35,10,Недостаточно данных,medium,GreekDoc marks Neh.11.33 N/A; CrossWire source proceeds from target 11.31 to target 11.36.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Neh.11.34,9QN,confirmed_unrepresented_in_lxx_control,,Neh.11.32-35,10,Недостаточно данных,medium,GreekDoc marks Neh.11.34 N/A; CrossWire source proceeds from target 11.31 to target 11.36.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Neh.11.35,9QO,confirmed_unrepresented_in_lxx_control,,Neh.11.32-35,10,Недостаточно данных,medium,GreekDoc marks Neh.11.35 N/A; CrossWire source proceeds from target 11.31 to target 11.36.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Neh.12.4,9QT,confirmed_unrepresented_in_lxx_control,,Neh.12.4-6,10,Недостаточно данных,medium,GreekDoc marks Neh.12.4 N/A; CrossWire source 12.4 resumes with target 12.7 content.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Neh.12.5,9QU,confirmed_unrepresented_in_lxx_control,,Neh.12.4-6,10,Недостаточно данных,medium,GreekDoc marks Neh.12.5 N/A; CrossWire source 12.4 resumes with target 12.7 content.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Neh.12.6,9QV,confirmed_unrepresented_in_lxx_control,,Neh.12.4-6,10,Недостаточно данных,medium,GreekDoc marks Neh.12.6 N/A; CrossWire source 12.4 resumes with target 12.7 content.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Esth.4.6,9UP,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target 4.6 N/A in all displayed controls. CrossWire source 4.6 resumes with target 4.7 content.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Esth.9.5,9WO,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target 9.5 N/A in all displayed controls. CrossWire source 9.5 resumes with target 9.6 Shushan-five-hundred content.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Esth.9.30,9XD,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target 9.30 N/A in all displayed controls. CrossWire source 9.29 resumes with target 9.31 content.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Job.23.14,AD6,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,"GreekDoc marks Job.23.14 N/A. CrossWire compact source Job.23.14 begins with the Therefore/I am troubled line corresponding to KJV Job.23.15, so target 23.14 is not embedded in a neighboring CrossWire row.",В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.4.7,CQA,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks the wisdom-is-principal row 4.7 N/A. CrossWire source 4.7 resumes with target 4.8 content.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.11.4,CVP,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks the riches-profit-not row 11.4 N/A. CrossWire source 11.4 resumes with target 11.5 content.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.15.31,CZR,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks the ear-hearing-reproof row 15.31 N/A. CrossWire source 15.31 resumes with target 15.32 content.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.16.1,CZU,confirmed_unrepresented_in_lxx_control,,Prov.16.1-3,10,Недостаточно данных,medium,GreekDoc marks the preparations-of-heart row 16.1 N/A in the displayed LXX controls.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.16.2,CZV,unrepresented_as_kjv_semantic_row_lxx_variant_present,Prov.16.1,Prov.16.1-3,10,Недостаточно данных,medium,CrossWire source 16.1 and GreekDoc row 16.2 preserve a nearby LXX variant about works being manifest before God and the wicked perishing in an evil day. It is not the KJV-semantic ways-clean-in-own-eyes proverb and must not be imported as target 16.2.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.16.3,CZW,confirmed_unrepresented_in_lxx_control,,Prov.16.1-3,10,Недостаточно данных,medium,GreekDoc marks the commit-thy-works row 16.3 N/A in the displayed LXX controls.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.18.23,D25,confirmed_unrepresented_in_lxx_control,,Prov.18.23-24,10,Недостаточно данных,medium,GreekDoc marks the poor-using-entreaties row 18.23 N/A.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.18.24,D26,confirmed_unrepresented_in_lxx_control,,Prov.18.23-24,10,Недостаточно данных,medium,GreekDoc marks the friend-sticking-closer-than-brother row 18.24 N/A.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.19.1,D27,confirmed_unrepresented_in_lxx_control,,Prov.19.1-2,10,Недостаточно данных,medium,GreekDoc marks the poor-walking-in-integrity row 19.1 N/A. CrossWire source 19.1 resumes with target 19.3 content.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.19.2,D28,confirmed_unrepresented_in_lxx_control,,Prov.19.1-2,10,Недостаточно данных,medium,GreekDoc marks the soul-without-knowledge row 19.2 N/A. CrossWire source 19.1 resumes with target 19.3 content.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.20.14,D3D,confirmed_unrepresented_in_lxx_control,,Prov.20.14-19,10,Недостаточно данных,medium,GreekDoc marks the buyer-saying-naught row 20.14 N/A.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.20.15,D3E,confirmed_unrepresented_in_lxx_control,,Prov.20.14-19,10,Недостаточно данных,medium,GreekDoc marks the lips-of-knowledge row 20.15 N/A.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.20.16,D3F,confirmed_unrepresented_in_lxx_control,,Prov.20.14-19,10,Недостаточно данных,medium,GreekDoc marks the garment-for-surety row 20.16 N/A.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.20.17,D3G,confirmed_unrepresented_in_lxx_control,,Prov.20.14-19,10,Недостаточно данных,medium,GreekDoc marks the bread-of-deceit row 20.17 N/A.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.20.18,D3H,confirmed_unrepresented_in_lxx_control,,Prov.20.14-19,10,Недостаточно данных,medium,GreekDoc marks the counsel-before-war row 20.18 N/A.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.20.19,D3I,confirmed_unrepresented_in_lxx_control,,Prov.20.14-19,10,Недостаточно данных,medium,GreekDoc marks the talebearer row 20.19 N/A.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.21.5,D3Y,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks the thoughts-of-the-diligent row 21.5 N/A. CrossWire source 21.5 resumes with target 21.6 content.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Prov.22.6,D4U,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks the train-up-a-child row 22.6 N/A. CrossWire source 22.6 resumes with target 22.7 content.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Isa.2.22,DNW,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,"GreekDoc marks target Isa.2.22 N/A in both displayed Greek columns. CrossWire chapter 2 ends after source 2.21, which aligns directly with target 2.21.",В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Isa.56.12,EHA,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,"GreekDoc marks target Isa.56.12 N/A in both displayed Greek columns. CrossWire chapter 56 ends after source 56.11, which aligns directly with target 56.11.",В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.7.1,ER5,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Jer.7.1 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.8.11,ESD,confirmed_unrepresented_in_lxx_control,,Jer.8.11-12,10,Недостаточно данных,medium,GreekDoc marks target Jer.8.11 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.8.12,ESE,confirmed_unrepresented_in_lxx_control,,Jer.8.11-12,10,Недостаточно данных,medium,GreekDoc marks target Jer.8.12 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.10.6,ETK,confirmed_unrepresented_in_lxx_control,,Jer.10.6-8,10,Недостаточно данных,medium,GreekDoc marks target Jer.10.6 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.10.7,ETL,confirmed_unrepresented_in_lxx_control,,Jer.10.6-8,10,Недостаточно данных,medium,GreekDoc marks target Jer.10.7 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.10.8,ETM,confirmed_unrepresented_in_lxx_control,,Jer.10.6-8,10,Недостаточно данных,medium,GreekDoc marks target Jer.10.8 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.10.10,ETO,confirmed_unrepresented_as_distinct_kjv_semantic_row_in_lxx_control,,,10,Недостаточно данных,medium,"GreekDoc displays an idol-description row under target 10.10, duplicating material semantically aligned elsewhere rather than the KJV living-God row. CrossWire source 10.6 aligns with target 10.9 and source 10.7 resumes with target 10.11. Keep the fixed KJV-grid row blank unless an ancient Greek source for the KJV-semantic row is found.",В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.11.7,EUA,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Jer.11.7 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.17.1,EXR,confirmed_unrepresented_in_lxx_control,,Jer.17.1-4,10,Недостаточно данных,medium,GreekDoc marks target Jer.17.1 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.17.2,EXS,confirmed_unrepresented_in_lxx_control,,Jer.17.1-4,10,Недостаточно данных,medium,GreekDoc marks target Jer.17.2 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.17.3,EXT,confirmed_unrepresented_in_lxx_control,,Jer.17.1-4,10,Недостаточно данных,medium,GreekDoc marks target Jer.17.3 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.17.4,EXU,confirmed_unrepresented_in_lxx_control,,Jer.17.1-4,10,Недостаточно данных,medium,GreekDoc marks target Jer.17.4 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.25.14,F31,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Jer.25.14 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.27.1,F4E,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Jer.27.1 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.27.7,F4K,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Jer.27.7 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.27.13,F4Q,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Jer.27.13 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.27.21,F4Y,confirmed_unrepresented_in_lxx_control,,,10,Недостаточно данных,medium,GreekDoc marks target Jer.27.21 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.29.16,F5W,confirmed_unrepresented_in_lxx_control,,Jer.29.16-20,10,Недостаточно данных,medium,GreekDoc marks target Jer.29.16 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.29.17,F5X,confirmed_unrepresented_in_lxx_control,,Jer.29.16-20,10,Недостаточно данных,medium,GreekDoc marks target Jer.29.17 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.29.18,F5Y,confirmed_unrepresented_in_lxx_control,,Jer.29.16-20,10,Недостаточно данных,medium,GreekDoc marks target Jer.29.18 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
Jer.29.19,F5Z,confirmed_unrepresented_in_lxx_control,,Jer.29.16-20,10,Недостаточно данных,medium,GreekDoc marks target Jer.29.19 N/A in the displayed LXX controls. Keep the fixed KJV-grid row blank.,В проверенных LXX-контролях отдельная строка не представлена; проекция намеренно не дублирует соседний греческий текст. Исчерпывающий поиск по всем древним греческим свидетелям не доказан.,https://crosswire.org/sword/modules/ModInfo.jsp?modName=LXX;https://www.die-bibel.de/en/bible/LXX/GEN.1;https://archive.org/details/oldtestamentingr01swet
