verse_ref,verse_key,source_range,source_percent,source_tr_only,source_kjv_only,kjv_text,tr_text,kjv_strongs_all,tr_strongs_all,tr_recall_filtered,kjv_precision_filtered,f1_filtered,jaccard_filtered,ordered_f1_filtered,alt_aware_f1_filtered,classification_number,classification,confidence,flags,conclusion_ru,source_links,proposed_correct_content
John.11.15,KH7,75%–<80%,75.0,"[{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G4771""}]","[{""count"":1,""strong"":""G2252""},{""count"":1,""strong"":""G5209""}]","And G2532 I am glad G5463 for G1223 your sakes G5209 that G2443 I was G2252 not G3756 there, G1563 to the intent G3754 ye may believe; G4100 nevertheless G235 let us go G71 unto G4314 him. G846",καὶ G2532 χαίρω G5463 δι᾽ G1223 ὑμᾶς G4771 ἵνα G2443 πιστεύσητε G4100 ὅτι G3754 οὐκ G3756 ἤμην G1510 ἐκεῖ G1563 ἀλλ᾽ G235 ἄγωμεν G71 πρὸς G4314 αὐτόν G846,G2532 G5463 G1223 G5209 G2443 G2252 G3756 G1563 G3754 G4100 G235 G71 G4314 G846,G2532 G5463 G1223 G4771 G2443 G4100 G3754 G3756 G1510 G1563 G235 G71 G4314 G846,0.75,0.75,0.75,0.6,0.625,1.0,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=1.0000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.11.21,KHD,75%–<80%,77.78,"[{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G3165""}]","[{""count"":1,""strong"":""G2258""},{""count"":2,""strong"":""G2348""},{""count"":1,""strong"":""G3450""}]","Then G3767 said G2036 Martha G3136 unto G4314 Jesus, G2424 Lord, G2962 if G1487 thou hadst been G2258 here, G5602 my G3450 brother G80 had G2348 not G3756 died. G2348",εἶπεν G2036 οὖν G3767 ἡ G3588 Μάρθα G3136 πρὸς G4314 τὸν G3588 Ἰησοῦν G2424 κύριε G2962 εἰ G1487 ἦς G1510 ὧδε G5602 οὐκ G3756 ἂν G302 ὁ G3588 ἀδελφός G80 μου G3165,G3767 G2036 G3136 G4314 G2424 G2962 G1487 G2258 G5602 G3450 G80 G2348 G3756 G2348,G2036 G3767 G3588 G3136 G4314 G3588 G2424 G2962 G1487 G1510 G5602 G3756 G302 G3588 G80 G3165,0.7777777777777778,0.6363636363636364,0.7,0.5384615384615384,0.6,0.9,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.11.49,KI5,75%–<80%,78.57,"[{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G4771""},{""count"":1,""strong"":""G5100""}]","[{""count"":1,""strong"":""G5210""},{""count"":1,""strong"":""G5607""}]","And G1161 one G1520 of G1537 them, G846 named Caiaphas, G2533 being G5607 the high priest G749 that same G1565 year, G1763 said G2036 unto them, G846 Ye G5210 know G1492 nothing G3756 at all, G3762",Εἷς G1520 δέ G1161 τις G5100 ἐξ G1537 αὐτῶν G846 Καϊάφας G2533 ἀρχιερεὺς G749 ὢν G1510 τοῦ G3588 ἐνιαυτοῦ G1763 ἐκείνου G1565 εἶπεν G2036 αὐτοῖς G846 ὑμεῖς G4771 οὐκ G3756 οἴδατε G1492 οὐδέν G3762,G1161 G1520 G1537 G846 G2533 G5607 G749 G1565 G1763 G2036 G846 G5210 G1492 G3756 G3762,G1520 G1161 G5100 G1537 G846 G2533 G749 G1510 G3588 G1763 G1565 G2036 G846 G4771 G3756 G1492 G3762,0.7857142857142857,0.8461538461538461,0.8148148148148148,0.6875,0.6666666666666666,0.9629629629629629,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9630); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.12.14,KIR,75%–<80%,75.0,"[{""count"":1,""strong"":""G846""},{""count"":1,""strong"":""G1510""}]","[{""count"":1,""strong"":""G2076""}]","And G1161 Jesus, G2424 when he had found G2147 a young ass, G3678 sat G2523 thereon; G1909 as G2531 it is G2076 written, G1125",Εὑρὼν G2147 δὲ G1161 ὁ G3588 Ἰησοῦς G2424 ὀνάριον G3678 ἐκάθισεν G2523 ἐπ᾽ G1909 αὐτό G846 καθώς G2531 ἐστιν G1510 γεγραμμένον G1125,G1161 G2424 G2147 G3678 G2523 G1909 G2531 G2076 G1125,G2147 G1161 G3588 G2424 G3678 G2523 G1909 G846 G2531 G1510 G1125,0.75,0.8571428571428571,0.8,0.6666666666666666,0.6666666666666666,0.9333333333333333,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9333); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.12.18,KIV,75%–<80%,75.0,"[{""count"":2,""strong"":""G3778""}]","[{""count"":1,""strong"":""G191""},{""count"":2,""strong"":""G5124""}]","For G1223 this G5124 cause G1223 the people G3793 also G2532 met G5221 him, G846 for that G3754 they heard that G191 he G846 had done G4160 this G5124 miracle. G4592",διὰ G1223 τοῦτο G3778 καὶ G2532 ὑπήντησεν G5221 αὐτῷ G846 ὁ G3588 ὄχλος G3793 ὅτι G3754 τοῦτο G3778 αὐτὸν G846 πεποιηκέναι G4160 τὸ G3588 σημεῖον G4592,G1223 G5124 G1223 G3793 G2532 G5221 G846 G3754 G191 G846 G4160 G5124 G4592,G1223 G3778 G2532 G5221 G846 G3588 G3793 G3754 G3778 G846 G4160 G3588 G4592,0.75,0.6666666666666666,0.7058823529411765,0.5454545454545454,0.5882352941176471,0.9411764705882353,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9412); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.12.19,KIW,75%–<80%,75.0,"[{""count"":1,""strong"":""G2396""},{""count"":1,""strong"":""G3756""},{""count"":1,""strong"":""G5623""}]","[{""count"":1,""strong"":""G1492""}]","The Pharisees G5330 therefore G3767 said G2036 among G4314 themselves, G1438 Perceive ye G2334 how G3754 ye prevail nothing? G3762 behold, G1492 the world G2889 is gone G565 after G3694 him. G846",Οἱ G3588 οὖν G3767 Φαρισαῖοι G5330 εἶπαν G2036 πρὸς G4314 ἑαυτούς G1438 θεωρεῖτε G2334 ὅτι G3754 οὐκ G3756 ὠφελεῖτε G5623 οὐδέν G3762 ἴδε G2396 ὁ G3588 κόσμος G2889 ὀπίσω G3694 αὐτοῦ G846 ἀπῆλθεν G565,G5330 G3767 G2036 G4314 G1438 G2334 G3754 G3762 G1492 G2889 G565 G3694 G846,G3588 G3767 G5330 G2036 G4314 G1438 G2334 G3754 G3756 G5623 G3762 G2396 G3588 G2889 G3694 G846 G565,0.75,0.9,0.8181818181818182,0.6923076923076923,0.7272727272727273,0.8181818181818182,9,Артефакт исходной метрики или списка исключений,medium,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.8182); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.12.30,KJ7,75%–<80%,77.78,"[{""count"":1,""strong"":""G1473""},{""count"":1,""strong"":""G4771""}]","[{""count"":1,""strong"":""G1691""},{""count"":1,""strong"":""G5209""}]","Jesus G2424 answered G611 and G2532 said, G2036 This G3778 voice G5456 came G1096 not G3756 because G1223 of me, G1691 but G235 for G1223 your G5209 sakes. G1223",Ἀπεκρίθη G611 ὁ G3588 Ἰησοῦς G2424 καὶ G2532 εἶπεν G2036 οὐ G3756 δι᾽ G1223 ἐμὲ G1473 ἡ G3588 φωνὴ G5456 αὕτη G3778 γέγονεν G1096 ἀλλὰ G235 δι᾽ G1223 ὑμᾶς G4771,G2424 G611 G2532 G2036 G3778 G5456 G1096 G3756 G1223 G1691 G235 G1223 G5209 G1223,G611 G3588 G2424 G2532 G2036 G3756 G1223 G1473 G3588 G5456 G3778 G1096 G235 G1223 G4771,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6363636363636364,0.4444444444444444,1.0,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=1.0000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.13.11,KK2,75%–<80%,77.78,"[{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G3778""}]","[{""count"":1,""strong"":""G2075""}]","For G1063 he knew G1492 who G3588 should betray G3860 him; G846 therefore G1223 said he, G2036 Ye are G2075 not G3780 all G3956 clean. G2513",ᾔδει G1492 γὰρ G1063 τὸν G3588 παραδιδόντα G3860 αὐτόν G846 διὰ G1223 τοῦτο G3778 εἶπεν G2036 οὐχὶ G3780 πάντες G3956 καθαροί G2513 ἐστε G1510,G1063 G1492 G3588 G3860 G846 G1223 G2036 G2075 G3780 G3956 G2513,G1492 G1063 G3588 G3860 G846 G1223 G3778 G2036 G3780 G3956 G2513 G1510,0.7777777777777778,0.875,0.8235294117647058,0.7,0.8235294117647058,0.9411764705882353,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9412); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.13.24,KKF,75%–<80%,77.78,"[{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G3778""}]","[{""count"":1,""strong"":""G1498""},{""count"":1,""strong"":""G5129""}]","Simon G4613 Peter G4074 therefore G3767 beckoned G3506 to him, G5129 that he should ask G4441 who G5101 it should be G1498 of G4012 whom G3739 he spake. G3004",νεύει G3506 οὖν G3767 τούτῳ G3778 Σίμων G4613 Πέτρος G4074 πυθέσθαι G4441 τίς G5101 ἂν G302 εἴη G1510 περὶ G4012 οὗ G3739 λέγει G3004,G4613 G4074 G3767 G3506 G5129 G4441 G5101 G1498 G4012 G3739 G3004,G3506 G3767 G3778 G4613 G4074 G4441 G5101 G302 G1510 G4012 G3739 G3004,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6363636363636364,0.6666666666666666,1.0,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=1.0000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.13.33,KKO,75%–<80%,75.0,"[{""count"":1,""strong"":""G3398""},{""count"":1,""strong"":""G3756""},{""count"":3,""strong"":""G4771""}]","[{""count"":1,""strong"":""G3397""},{""count"":1,""strong"":""G5210""},{""count"":1,""strong"":""G5213""},{""count"":1,""strong"":""G5216""}]","Little children, G5040 yet G2089 a little while G3397 I am G1510 with G3326 you. G5216 Ye shall seek G2212 me: G3165 and G2532 as G2531 I said G2036 unto the Jews, G2453 Whither G3699 I G1473 go, G5217 ye G5210 cannot G1410 come; G2064 so G2532 now G737 I say G3004 to you. G5213",τεκνία G5040 ἔτι G2089 μικρὸν G3398 μεθ᾽ G3326 ὑμῶν G4771 εἰμι G1510 ζητήσετέ G2212 με G3165 καὶ G2532 καθὼς G2531 εἶπον G2036 τοῖς G3588 Ἰουδαίοις G2453 ὅτι G3754 ὅπου G3699 ἐγὼ G1473 ὑπάγω G5217 ὑμεῖς G4771 οὐ G3756 δύνασθε G1410 ἐλθεῖν G2064 καὶ G2532 ὑμῖν G4771 λέγω G3004 ἄρτι G737,G5040 G2089 G3397 G1510 G3326 G5216 G2212 G3165 G2532 G2531 G2036 G2453 G3699 G1473 G5217 G5210 G1410 G2064 G2532 G737 G3004 G5213,G5040 G2089 G3398 G3326 G4771 G1510 G2212 G3165 G2532 G2531 G2036 G3588 G2453 G3754 G3699 G1473 G5217 G4771 G3756 G1410 G2064 G2532 G4771 G3004 G737,0.75,0.7894736842105263,0.7692307692307693,0.625,0.717948717948718,0.9743589743589743,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9744); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.13.34,KKP,75%–<80%,75.0,"[{""count"":3,""strong"":""G4771""}]","[{""count"":1,""strong"":""G5209""},{""count"":1,""strong"":""G5210""},{""count"":1,""strong"":""G5213""}]","A new G2537 commandment G1785 I give G1325 unto you, G5213 That G2443 ye love G25 one another; G240 as G2531 I have loved G25 you, G5209 that G2443 ye G5210 also G2532 love G25 one another. G240",Ἐντολὴν G1785 καινὴν G2537 δίδωμι G1325 ὑμῖν G4771 ἵνα G2443 ἀγαπᾶτε G25 ἀλλήλους G240 καθὼς G2531 ἠγάπησα G25 ὑμᾶς G4771 ἵνα G2443 καὶ G2532 ὑμεῖς G4771 ἀγαπᾶτε G25 ἀλλήλους G240,G2537 G1785 G1325 G5213 G2443 G25 G240 G2531 G25 G5209 G2443 G5210 G2532 G25 G240,G1785 G2537 G1325 G4771 G2443 G25 G240 G2531 G25 G4771 G2443 G2532 G4771 G25 G240,0.75,0.75,0.75,0.6,0.6666666666666666,1.0,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=1.0000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.14.1,KKU,75%–<80%,75.0,"[{""count"":1,""strong"":""G1473""},{""count"":1,""strong"":""G4771""}]","[{""count"":1,""strong"":""G1691""},{""count"":1,""strong"":""G5015""},{""count"":1,""strong"":""G5216""}]","Let G5015 not G3361 your G5216 heart G2588 be troubled: G5015 ye believe G4100 in G1519 God, G2316 believe G4100 also G2532 in G1519 me. G1691",Μὴ G3361 ταρασσέσθω G5015 ὑμῶν G4771 ἡ G3588 καρδία G2588 πιστεύετε G4100 εἰς G1519 τὸν G3588 θεὸν G2316 καὶ G2532 εἰς G1519 ἐμὲ G1473 πιστεύετε G4100,G5015 G3361 G5216 G2588 G5015 G4100 G1519 G2316 G4100 G2532 G1519 G1691,G3361 G5015 G4771 G3588 G2588 G4100 G1519 G3588 G2316 G2532 G1519 G1473 G4100,0.75,0.6666666666666666,0.7058823529411765,0.5454545454545454,0.5882352941176471,0.9411764705882353,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9412); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.14.8,KL1,75%–<80%,77.78,"[{""count"":2,""strong"":""G3165""}]","[{""count"":2,""strong"":""G2254""}]","Philip G5376 saith G3004 unto him, G846 Lord, G2962 shew G1166 us G2254 the Father, G3962 and G2532 it sufficeth G714 us. G2254",λέγει G3004 αὐτῷ G846 Φίλιππος G5376 κύριε G2962 δεῖξον G1166 ἡμῖν G3165 τὸν G3588 πατέρα G3962 καὶ G2532 ἀρκεῖ G714 ἡμῖν G3165,G5376 G3004 G846 G2962 G1166 G2254 G3962 G2532 G714 G2254,G3004 G846 G5376 G2962 G1166 G3165 G3588 G3962 G2532 G714 G3165,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6363636363636364,0.6666666666666666,1.0,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=1.0000); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.14.10,KL3,75%–<80%,75.0,"[{""count"":3,""strong"":""G1473""},{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G4771""}]","[{""count"":1,""strong"":""G1683""},{""count"":2,""strong"":""G1698""},{""count"":1,""strong"":""G2076""},{""count"":1,""strong"":""G2980""},{""count"":1,""strong"":""G5213""}]","Believest thou G4100 not G3756 that G3754 I G1473 am G2076 in G1722 the Father, G3962 and G2532 the Father G3962 in G1722 me? G1698 the words G4487 that G3739 I G1473 speak G2980 unto you G5213 I speak G2980 not G3756 of G575 myself: G1683 but G1161 the Father G3962 that G3588 dwelleth G3306 in G1722 me, G1698 he G846 doeth G4160 the works. G2041",οὐ G3756 πιστεύεις G4100 ὅτι G3754 ἐγὼ G1473 ἐν G1722 τῷ G3588 πατρὶ G3962 καὶ G2532 ὁ G3588 πατὴρ G3962 ἐν G1722 ἐμοί G1473 ἐστιν G1510 τὰ G3588 ῥήματα G4487 ἃ G3739 ἐγὼ G1473 ὑμῖν G4771 ἀπ᾽ G575 ἐμαυτοῦ G1473 οὐ G3756 λαλῶ G2980 ὁ G3588 δὲ G1161 πατὴρ G3962 ὁ G3588 ἐν G1722 ἐμοὶ G1473 μένων G3306 αὐτὸς G846 ποιεῖ G4160 τὰ G3588 ἔργα G2041,G4100 G3756 G3754 G1473 G2076 G1722 G3962 G2532 G3962 G1722 G1698 G4487 G3739 G1473 G2980 G5213 G2980 G3756 G575 G1683 G1161 G3962 G3588 G3306 G1722 G1698 G846 G4160 G2041,G3756 G4100 G3754 G1473 G1722 G3588 G3962 G2532 G3588 G3962 G1722 G1473 G1510 G3588 G4487 G3739 G1473 G4771 G575 G1473 G3756 G2980 G3588 G1161 G3962 G3588 G1722 G1473 G3306 G846 G4160 G3588 G2041,0.75,0.7142857142857143,0.7317073170731707,0.5769230769230769,0.6341463414634146,0.975609756097561,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9756); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.14.15,KL8,75%–<80%,75.0,"[{""count"":1,""strong"":""G1473""}]","[{""count"":1,""strong"":""G1699""},{""count"":1,""strong"":""G5083""}]","If G1437 ye love G25 me, G3165 keep G5083 my G1699 commandments. G1785",Ἐὰν G1437 ἀγαπᾶτέ G25 με G3165 τὰς G3588 ἐντολὰς G1785 τὰς G3588 ἐμὰς G1473,G1437 G25 G3165 G5083 G1699 G1785,G1437 G25 G3165 G3588 G1785 G3588 G1473,0.75,0.6,0.6666666666666666,0.5,0.6666666666666666,0.8888888888888888,9,Артефакт исходной метрики или списка исключений,medium,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.8889); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.14.16,KL9,75%–<80%,75.0,"[{""count"":2,""strong"":""G4771""}]","[{""count"":1,""strong"":""G1473""},{""count"":1,""strong"":""G3306""},{""count"":1,""strong"":""G5213""},{""count"":1,""strong"":""G5216""}]","And G2532 I G1473 will pray G2065 the Father, G3962 and G2532 he shall give G1325 you G5213 another G243 Comforter, G3875 that G2443 he may abide G3306 with G3326 you G5216 for G1519 ever; G165",κἀγὼ G2532 ἐρωτήσω G2065 τὸν G3588 πατέρα G3962 καὶ G2532 ἄλλον G243 παράκλητον G3875 δώσει G1325 ὑμῖν G4771 ἵνα G2443 μεθ᾽ G3326 ὑμῶν G4771 εἰς G1519 τὸν G3588 αἰῶνα G165,G2532 G1473 G2065 G3962 G2532 G1325 G5213 G243 G3875 G2443 G3306 G3326 G5216 G1519 G165,G2532 G2065 G3588 G3962 G2532 G243 G3875 G1325 G4771 G2443 G3326 G4771 G1519 G3588 G165,0.75,0.6,0.6666666666666666,0.5,0.5555555555555556,0.8888888888888888,9,Артефакт исходной метрики или списка исключений,medium,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.8889); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.14.17,KLA,75%–<80%,75.0,"[{""count"":1,""strong"":""G1510""},{""count"":1,""strong"":""G3756""},{""count"":3,""strong"":""G4771""}]","[{""count"":1,""strong"":""G2071""},{""count"":1,""strong"":""G5210""},{""count"":2,""strong"":""G5213""}]","Even the Spirit G4151 of truth; G225 whom G3739 the world G2889 cannot G1410 receive, G2983 because G3754 it seeth G2334 him G846 not, G3756 neither G3761 knoweth G1097 him: G846 but G1161 ye G5210 know G1097 him; G846 for G3754 he dwelleth G3306 with G3844 you, G5213 and G2532 shall be G2071 in G1722 you. G5213",τὸ G3588 πνεῦμα G4151 τῆς G3588 ἀληθείας G225 ὃ G3739 ὁ G3588 κόσμος G2889 οὐ G3756 δύναται G1410 λαβεῖν G2983 ὅτι G3754 οὐ G3756 θεωρεῖ G2334 αὐτὸ G846 οὐδὲ G3761 γινώσκει G1097 αὐτό G846 ὑμεῖς G4771 δὲ G1161 γινώσκετε G1097 αὐτό G846 ὅτι G3754 παρ᾽ G3844 ὑμῖν G4771 μένει G3306 καὶ G2532 ἐν G1722 ὑμῖν G4771 ἔσται G1510,G4151 G225 G3739 G2889 G1410 G2983 G3754 G2334 G846 G3756 G3761 G1097 G846 G1161 G5210 G1097 G846 G3754 G3306 G3844 G5213 G2532 G2071 G1722 G5213,G3588 G4151 G3588 G225 G3739 G3588 G2889 G3756 G1410 G2983 G3754 G3756 G2334 G846 G3761 G1097 G846 G4771 G1161 G1097 G846 G3754 G3844 G4771 G3306 G2532 G1722 G4771 G1510,0.75,0.7894736842105263,0.7692307692307693,0.625,0.717948717948718,0.9743589743589743,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9744); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
John.14.19,KLC,75%–<80%,75.0,"[{""count"":1,""strong"":""G3398""},{""count"":2,""strong"":""G4771""}]","[{""count"":1,""strong"":""G2198""},{""count"":1,""strong"":""G3397""},{""count"":1,""strong"":""G3756""},{""count"":2,""strong"":""G5210""}]","Yet G2089 a little while, G3397 and G2532 the world G2889 seeth G2334 me G3165 no G3756 more; G2089 but G1161 ye G5210 see G2334 me: G3165 because G3754 I G1473 live, G2198 ye G5210 shall live G2198 also. G2532",Ἔτι G2089 μικρὸν G3398 καὶ G2532 ὁ G3588 κόσμος G2889 με G3165 οὐκέτι G2089 θεωρεῖ G2334 ὑμεῖς G4771 δὲ G1161 θεωρεῖτέ G2334 με G3165 ὅτι G3754 ἐγὼ G1473 ζῶ G2198 καὶ G2532 ὑμεῖς G4771,G2089 G3397 G2532 G2889 G2334 G3165 G3756 G2089 G1161 G5210 G2334 G3165 G3754 G1473 G2198 G5210 G2198 G2532,G2089 G3398 G2532 G3588 G2889 G3165 G2089 G2334 G4771 G1161 G2334 G3165 G3754 G1473 G2198 G2532 G4771,0.75,0.6428571428571429,0.6923076923076923,0.5294117647058824,0.6153846153846154,0.9230769230769231,9,Артефакт исходной метрики или списка исключений,high,classic_strong_alias_metric_artifact,"Локальные тексты и индексы подтверждены. Основная часть строгого расхождения исчезает при разрешённых TAGNT альтернативах Strong (F1=0.9231); это различие систем нумерации форм, а не доказательство ошибки стиха.",https://ebible.org/eng-kjv2006/copyright.htm;https://crosswire.org/sword/modules/ModInfo.jsp?modName=KJV;https://www.gutenberg.org/ebooks/10;https://github.com/STEPBible/STEPBible-Data;https://github.com/byztxt/greektext-scrivener,
